alumno_id,matricula,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,curp,sexo,grado,semestre,grupo,especialidad_id,especialidad,turno,situacion_escolar_id,situacion_escolar,promedio_general,reputacion,usuario_correo,telefono_contacto,nacionalidad_id,nacionalidad,pais_origen,municipio,estado,domicilio,codigo_postal,fecha_ingreso,beca,estatus_pago_cooperacion,promedio_ingreso,asistencia_pct,riesgo_academico,grupo_id,tutor_id,jefe_grupo_id,curp_validada,acta_nacimiento,seguro_medico,tipo_sangre,contacto_emergencia,telefono_emergencia
ALU0165,134264A0165,Sofíá Alejandra,Shin,Seo,2008/06/29,SISS080629HGRHXMP5,H,4°,4 semestre,a,s/d,LABORATORISTA QUÍMICO,Matutino,se01,R3gular,6.8,Regular,suminshin-est@gmail.com,+52 726 226 2553,n04,Korea,Corea ,Chilapa,CDMX,"16 de Septiembre #930, Col. Centro", 39489,06/05/2026,Beca Benito Juárez,NA,7.00,s/d,NULL,G077,TUT013,JEFO17,s/i,Entregada,IMMS,A-,Padre,422-453-3454
ALU0166,134261b0166,renata ivanna,Canto,Gómez,16-Nov-10,CAGR101116MGRNMNU2,M,1,S1,b ,CONS,CONSTRUCCIÓN,Matutino,se01,R3gular,"9,?",excelente ,renatacanto_134@cbtis134.edu.mx,8479392874,n01,MEXICO,MEXICO,Tlapa,s/d,"Calle Juárez #658, Col. CNOP",39734,2025-10-22,No,PAGADO,"6,8",,Medio, G013,TUT003,jef032,1,No localizada,IMSS,A+,Hermano,692-005-0692
ALU0167,134266A0167,Chen Yu,Flores,Garrido,N/A,FOGC091226MGRLRTJ4,F,6°,6°, A,CONT,Contabilidad,Vespertino,se01,REGULAR,7.3,Aceptable,citlaliflores-est@hotmail.com,743-339-9015,N01, Mexico, mx ,Acapulco,Edo. Méx. ," 5 de Mayo #113, Col. Centro",39912,30 Dec 2026,beca?,PAGADO,>=9,s/d,,G116, TUT056,jef3O3 ,1,pendiente,Ninguno,B- ,Madre,244-539-6075
ALU0168,,Sofía Alejandra,Castro,Ramos,19 Aug 2008,CARF080819MGRSMRY1,f,4,IV,B,CONS,Construccion,Matutino, se01,R3gular,9.2,Regular,fernandacastro_134@cbtisI34.edu.mx,87 2202 5360,N01,MEXICO,México,Quechultenango,Guerrero,"Av. Insurgentes #814, Col. Centro",39O12,2O Jan 2023,Beca Benito Juárez,Pendiente,9.8,"59,0",alto , G083,tut016, JEF002,NO,Entregada,N/A,desconocido,Tutor,(824) 049 4773
ALU0169,134261A0169,MARÍA FERNANDA,Morales,,29/01/10,MOBR100129HGRRLCJ7,M,1°,I,a,cont,Contabilidad,N/A,SE02,Irregular,6.40,buena,ricardomorales.1a@gmail.com,(1O7) 135 9595,n01,Mex.,Mexíco,Quechultenango,  Guerrero ,"Hidalgo #215, Col. Universal",,24-04-2023,Si,NA,7.3,"94,0",M3dio,G004,tut046,JEF016,s/i,No localizada,IMMS,AB+,Madre,(347) 959 1239
ALU0170,134264B0170,Li Wei,Romero,Cervantes,06/03/2006,ROCR060306MGRMRGO7,M,4, 54,B ,IA,Inteligencia Artificial,Vespertino, SE01,R3GULAR,9.8,destacado,reginaromero.4b@gmail.com,0986109018,n01, mx ,MEXICO,Chilapa,Morelos,"Miguel Alemán #314, Col. San Rafael Norte",,22-Jan-25,Si,parcial,7.0,"74,0",Bajo, G079,TUTO45,jef039,NO,Entregada,Ninguno,0+,,(313) 737 7100
AUL0171,134262B0171,ANA SOFÍA,Sánchez,Estrada,19-Oct-06,SAEM061019MGRNSRX9,M,2°,2,B,ia,INTELIGENCIA ARTIFICIAL,vespertino, SE03,Condicionado,6.5,Baja,mariasanchez-est@cbtis134.edu.mx,+52 894 638 8758,n01,Mexico,Mexico, ACAPULCO,CDMX,"Calle Juárez #605, Col. Figueroa Mata", 39O12,NULL,beca?,PAGADO,8.5,61.3,M3dio,g037,TUT004, JEF031,,Entregada,Ninguno,O-,Padre,1442486460
ALU0172,134261D0172,Fernanda Abril,Lopez,Galindo,2005/03/03,N/A,M,1,1°,d, CONT,contabilidad, Vespertino, SE01, ,"9,?",Confictivo,diegolopez-est@outlook.com,8781763261, N01,Méxcio,MEXICO,Iguala,Edo. Mex.,,39034,01/03/2024,Sí,,6.3,98%,alto , G025, TUT035,JEFO15,, No localizada,ISSSTE,B-,Padre,04 4896 8146
ALU0173,134261C0173,José Manuel,López,Salinas,11/08/2010,LOSS100811HGRPLLW0,m,1°,I,C,CONS ,CONSTRUCCIÓN,Matutino, SE01, regu1ar,8.9,Bueena,saullopez@alumno.cbtis134.mx,(157) 022 1797, N01,Mexico,MEXICO,Coyuca,Guerrero,"Calle Juárez #438, Col. 20 de Noviembre",39735,2O23-12-21,NO,PAGADO,"9,?",S/D ,, G020,TUTO53, JEF308,0,OCR,IMMS,O-,Tutor,(227) 915 3245
ALU0174,134263A0174,María Fernanda,Rivera,Muñoz,13 Sep 2011,RIMA110913HGRVNDX0,m,3°,III, A, ARH,Administración de Recursos Humanos,Vespertino, SE01,R3gular,9.9,buena,adrianrivera26@outlook.com,N/A,N01,Mex1co,Mex1co,Quechultenango,Puebla,"16 DE SEPTIEMBRE #637, COL. UNIVERSAL",,19 Jun 2026,beca?,PAGADO,6.6,82%,null,G052, TUT007,JEFO28,s/i,OCR,Ninguno,NULL,Padre,9034272090
ALU0175,134263B0175,Daniel Emiliano,Ahn,Nam,,AXNJ080821HGRHMWQ4,H,3,3, ,IA,INTELIGENCIA ARTIFICIAL,Vespertino,se01, regular,6.7,Excelnte,jiwonahn-est@alumno.cbtis134.mx,(620) 382 2085,NO4,Corea ,K0rea,,Guerrero,"Vicente Guerrero #589, Col. Universal",,26/09/23,NA,Pnediente,7.7,"73,0",Medio, G058, TUT008,jef013,1,No localizada,Ninguno,AB+,Hermano,79 0461 4345
ALU0176,134265A0176,Ximena Nicole, ,Nam,2O05-04-03,AXNJ050403HGRHMWL6,m,5°,5°,A ,OFI,Ofimát1ca,Vespertino , SE01, regular,7.3,Destacdo,jiwonahn@hotmail.com,25 1317 1722,NO3,Corea del Sur,NA,quechultenango,Puebla," Hidalgo #283, Col. Figueroa Mata",,29/09/2023,NO,PAGADO,"8,8",57.5,Medio,G096,TUT026,jef036,0,pendiente,IMMS,B+,Tía,(045) 420 7035
ALU0177,134262C0177,Emily Rose,Chávez,Ortiz,11/1O/07,CAOM071011HGRHRTM9,m,2,NULL,c,OFI,s/d,VESPERTINO,se01,R3gular,7.9,Observado,mateochavez50@alumno.cbtis134.mx,885-724-0545, ,Mexico,Méxcio,,Morelos,"5 de Mayo #490, Col. Figueroa Mata",39385,15/O2/2023,No ,NA,"7,9",90%,Medio,G047,TUT025,jef002,,Entregada,N/A,0+,Vecino,85 7054 9187
ALU0178,134263A0178,Chen Yu,Ahn,Nam,2009-01-17,AXNJ090117MGRHMWH6,M,3,3 semestre,a,OFI,OFIMÁTICA,Vespertino, SE01, ,8.1,Aceptable,jiwonahn27@hotmail..com,+52 987 745 4931,N03,corea del sur,Korea South,,CDMX,"Calle Juárez #392, Col. Emiliano Zapata",,28/11/24,Sí, ,8.6,74%,M3dio,g054,TUTOO4,JEF035,0,OK,IMSS ,O ?,Tutor,4967632496
s/d,134263C0179,Karla Brayan,García,Silva,18/05/2007,GASK070518MGRRLRZ9,f,3°,3 semestre,C,ARH, ADMINISTRACIÓN DE RECURSOS HUMANOS,null,se03,Condicionado,7.00,Medla,karlagarcia@hotmail.com,+52 593 220 7035, N01,,Mexico,Acapuclo,Edo. Méx.,"Benito Juárez #254, Col. Figueroa Mata",39003,27/06/25,Si,NA,8.9,99.4,BAJO, G066,TUTO31,jef039,0,Entregada,IMMS,AB+,Hermano,(753) 230 4768
ALU0180,134263C0180,Jae Hyun,Torres,Luna,21/08/2009,TOLR090821MGRRNNJ1,M,3,3°,c,CONT,CONTABILIDAD, vespertino,se01,Reg.,8.1,Buena,renatatorres-est@gmail.com,91 5285 7540,n01, mx ,Mexico,,Guerrero,"Av. Lázaro Cárdenas #210, Col. PRD",39355,13.11.2026, No,Pendiente,>=9,"95,0",, G067, TUT028,jef041,SI,OCR,IMMS,O ?,Padre,229-792-0663
ALU0181,134266A0181,wang hao,Han ,Lim,14.12.2010, HALJ101214MGRNMHW1 ,f,6°,6,A ,CONS,Construcción,Matutino,SE01, regular,"8,7",Conflictivo,jihohan-est@alumno.cbtis134.mx,495-797-0179,n04,Korea,Corena,,Morelos,"5 de Mayo #190, Col. Lomas del Poniente",,2023-05-20,No,NA,84%,NULL,M3dio, G118,tut036,JEF009,SI,No localizada,IMSS,B-,Madre,7675758579
ALU0182,134261A0182,José Mánuel,Chávez,Nava,23 Nov 2008,CANY081123MGRHVRS2,N/A,1°,I, A,con5,CONSTRUCCIÓN,matutino,se01,REGULAR,89%,Destacdo,yaretzichavez-est @cbtisI34..edu.mx,258-984-7928,n01, mx ,Méxcio,Iguala,Oaxaca,"16 de Septiembre #392, Col. PRD",39754,27.02.2025,Si,pendlente,,"48,0",, G006, TUT027, JEF038,NO, No localziada,ISSSTE,,,+52 589 477 5562
ALU0183,134264A0183,Ana Sofía,Oh,, 18.03.2005,OXST050318HGRHNYZ3,m,4,4 semestre,A,CONT,CONTABILIDAD,vespertino,se01,REGULAR,9.5,Buena,taeyangoh_134@hotmail.com,(408) 318 3613,N04,Corea ,K0rea ,,Edo. Méx.,"Benito Juárez #916, Col. PRD",39072,23 Aug 2026,s/i,NA,9.10,,Alto,g074, TUT014, JEF017,NO,OCR,N/A,0+,Padre,(422) 470 3017
ALU0184,134265A0184,José Manuel,Kim,Park,31.05.2011,kipm110531mgrmrnj6,M,5,S5, A,CONS,Construcción,matutino, SE01,REGULAR,8.8,Buena,minseokim73@hotmail.com,135-399-6050,NO3,corea del sur,Corea del Sur,Coyuca ,Oaxaca,"Niños Héroes #969, Col. PRD",39901,19-Jul-26 ,,NA,7.6,100%,alto ,G097,tut046,jef038,1,OK,IMSS,AB+,Tía,44 7583 8541
ALU0185,134266B0185, Li Wei ,Díaz,Romero,18/01/07,DIRP070118HGRZMBF2,M,6,6 semestre, B,cons, CONSTRUCCIÓN,Matutino, SE04,Baja Temporl,,Excelente,pablodiaz_134@hotmail.com,(420) 092 5640,n06,ESPAÑA,Espana,,CDMX,"Calle Juárez #430, Col. 20 de Noviembre",39646, ,beca?,NA,8.6,"69,0",N/A,G125,TUT019, JEF006,0,Entregada,ISSSTE,AB+,,42 9943 8944
ALU0186,134265C0186, Sofía Alejandra ,Oh,,04.04.2011,OXST110404HGRHNYJ3,m,5,S5,C,ARH,ADMINISTRACIÓN DE RECURSOS HUMANOS,Vespertino,se01,  regular,>=9,Bueena,taeyangoh@alumno.cbtis134.mx,216-864-8439,n03,corea del sur,Korea South,Acapulco,Guerrero,"5 de Mayo #430, Col. 20 de Noviembre",39861,2024/06/15,NO,Pagado,9.1,s/d,, G108,TUTO26, JEF020,,OK,IMSS,O ?,Tutor,8205002655
ALU0187,134264B0187,Chen Yu,Vega,Silva,22/01/09,VESA090122HGRGLLZ8,m,4°,4 semestre,b,lab,LABORATORISTA QUÍMICO,matutino,se01,REGULAR,ocho,Destacado,alanvega-est@gmail.com ,(065) 714 1417, N01, mx ,Mexico,Zumpango,CDMX,"Hidalgo #839, Col. Lomas del Poniente",,2026/05/30,SÍ,PAGADO,7.7,57%,Medio, G084,TUT050, JEF012,,OK,Particular,desconocido,Tía,204-910-2720
ALU0188,134262C0188,Isaac Abril,Cano,Beltrán,2011-02-23,CABI110223HGRNLSC2,H,2°,2°, C,arh, Administración de Recursos Humanos,Vespertino,SE07,Egr. parcial,"8,0",Bueena,isaaccano_134@outlook.com,5541960I27,n01, mx , mx ,Zumpango,Guerrero,null,39788,25/10/2026,NO,Pagado,9.1,s/d,Bajo,g045,TUTO17,jef028,s/i,Entregada,ISSSTE,O ?,Madre,10 7438 1810
ALU0189,134263A0189,Valeria Guadalupe,Rojas,Pineda,09/03/2011,ROPM110309HGRJNNL6,m,3,3,a,IA,INTELIGENCIA ARTIFICIAL,vespertino, SE01,Reg.,6.4,Medla,manuelrojas-est@cbtisI34.edu.mx,(984) 876 5279,n01,MEXICO,México,Iugala,Morelos ,"Niños Héroes #309, Col. Figueroa Mata",39O12,04 Aug 2025,s/i,Pagado,9.2,"68,0",alto , G051,tut046, JEF030,NO,No localizada,IMSS,desconocido,Hermano,(465) 103 8200
NA,134261D0190,Emiliano Adrián,Rojas,Mora,2007/06/03,ROME070603HGRJRMY9,H,1°,I, D,cons,Construcción,Matutino,se01,Regular,8.7,Resevado,emilianorojas@cbtisI34.edu.mx,34 3691 29O8,n01,México, mx ,Chilapa,Morelos,"Miguel Alemán #153, Col. Centro",39923 ,2023/11/18,beca?, parcial,"7,0","100,0",Bajo,G027, TUT028, JEF016,NO,OK,ISSSTE,desconocido,,71 5557 2095
ALU0053_DUP,134265B0053,María Fernanda,Romero,Silva,2O09-05-23,ROSR090523MGRMLNY2 ,F,5,V,s/d,IA,Inteligencia Artificial,Vespertino, SE01, regular,6.6,buena,renataromero_134@cbtisI34.edu.mx,329-351-8930,NO1,MEXICO,MEXICO,,CDMX,"Av. Lázaor Cárdenas #189, Col. Universal",39186,29 Aug 2025,No,parcial,8.5,,Bajo,g100, TUT019,jef041,0,OCR,N/A,O ?,Madre,(625) 819 0261
ALU0192,134261D0192,VALERIA GUADALUPE,vargas,Campos,2011/05/28,VACS110528HGRRMNL7,m,1,1, D ,cont,Contabilidad,vespertino,se01,R3gular,8.0,Medla,sántiagovargas@cbtisI34.edu.mx,96 68O93 672,NO1,Méxcio,Mexico,Taxco,Morelos,"Calle Juárez #209, Col. Universal",39O12,12/10/25,Beca Benito Juárez,Pendiente,N/A,63%,, G025,tut024, JEF037,Pendiente,pend1ente ,ISSSTE,O ?,Tutor,0710005985
ALU0875-1,134264B0875,Sofía Alejandra,Johnson,Brown,01-09-2009,JOBE090901MGRHRMW6,M,4°,4°,B ,ARH ,ADMINISTRACIÓN DE RECURSOS HUMANOS,vespertino,SE01,Reg.,6.4,Resevado,emilyjohnson-est @cbtis134..edu.mx,26 2979 0942,n05,U.S.A.,US,Tlapa,Morelos,"Av. Insurgentes #412, Col. Figueroa Mata",39693,08/09/2025,,NA,100% ,"96,0",,G080, TUT007,jef007,NO,No localizada,IMMS,A+,Tutor,(739) 105 1651
ALU0194,134263A0194,Chen Yu,Hall,Young,08-Aug-10,HAYM100808HGRLNXY5,M,3°,3°,A,cons,Construccion,Matut1no,SE01,Regular,9.5,null,miáhall @cbtis134.edu.mx,7033510242,N05,EE.UU.,USA,,Morelos,"5 de Mayo #589, Col. CNOP",39377,29/03/23,s/i,parcial,9.2,s/d,s/d,g055,TUT038, JEF042,Pendiente,No localizada,Particular,O ?,Hermano,188-645-8289
ALU0195,134262A0195,Carlos Eduardo,Morales,,2007-04-04,MOCL070404HGRRRSO4,m,2°,2,A ,ofi,Ofimática,vespertino, SE01,REGULAR,9.9,reservado,luismorales_134@alumno.cbtis134.mx,+52 149 953 7580,NO1,MEXICO,Mex.,,Puebla,"Hidalgo #436, Col. Emiliano Zapata",39O12,24 Mar 2026,Sí,Pagado,NULL,"87,0",Medio,  G033,TUT002, JEF002,NO,OK,Particular,A+,Tutor,75 6978 9878 
ALU0196,134266A0196,Jae Hyun,Ruiz,Salinas,2005-04-22,RUSI050422HGRZLVM1,m,6°,6 semestre,A,ia,Inteligencia Artificial,Vespertino,se01,r3gular,91%,Buena,ivanruiz @outlook.com,+52 892 442 7385,n01,Mex.,Mex.,Coyuca, Morelos,"Calle Juárez #464, Col. CNOP",39O12,11/04/23,Beca Benito Juárez,Pagado,6.5,s/d,alto ,G114,TUTO48, JEF008,SI,Entregada,IMSS,O+,Padre,65 3498 8108
ALU0197,134265C0197,JAE HYUN,Lee,Choi,22-Jan-06 ,LECJ060122MGRXHSU0,F,5,V ,C,CONS ,Construcción,Matutino,se06,Reinscrito,7.0,Medla,jisoolee_134 @cbtis134.edu.mx,23 1838 8378,NO4,Corena,Corea,,Morelos,"Av. Lázaro Cárdenas #27, Col. Emiliano Zapata",39921,13-Jul-25,Si,PAGADO,"7,5","79,0",Bajo,g111,tut024,jef014,Pendiente,Entregada,ISSSTE,0+,,+52 699 122 3815
NA,134264C0198,María Fernanda,Rivera,Castillo,05-06-2008,RICA080605HGRVSNH6,m,4°,IV, C,,Programación,Vespertino,se01,R3gular,8.5,buena,andresrivera_134@cbtisI34.edu.mx,+52 321 343 7192,n01,Méxcio,Mexíco,Taxco,edo. méx.,"Av. Lázaro Cárdenas #53, Col. CNOP",, 19/08/2026,beca?,pendlente,8.1,84.5,Medio,G085,TUTO47,JEF019,s/i,pendiente,Ninguno,O-,Vecino,4048200995
ALU0199,134261C0199,Emily Rose,Lewis,Walker,02/09/2008,LEWA080902MGRWLVI1,M,1°,1, C,LÁB,Laboratorista Químico,Matutino, SE05,Baja definitiva,8.1,Medla,avalewis_134 @gmail.com,69O-184-6435,NO5,USA,Estados Unldos,Tixtla,Edo. Méx.,"Av. Lázaro Cárdenas #792, Col. Lomas del Poniente",39024,18/09/2023,NO,Pend1ente,7.2,"62,0", ,  G021,tut015, JEF037,Pendiente,OK,N/A,0+,Padre,0675922426
 ALU0200,134261C0200,JAE HYUN,Moon,Kwon,06/06/2007,MOKY070606MGRNWNJ9,f,1°,1°,c,IA,Inteligencia Artificial,vespertino, SE02,Irreg.,99%,Conflictivo,YUNAMOON9@OUTLOOK.COM,,n04,Corea ,corea,,Guerrero," Vicente Guerrero #980, Col. Emiliano Zapata",39O12,2025/10/11,Beca Benito Juarez,NA,78%,"49,0",,g016, TUT035,JEFO29, ,Entregada,N/A,A-,Tutor,44 3678 6162
ALU0201,134263A0201,Daniel Emiliano,Shin,Seo,13.05.2005,SISS050513MGRHXMA0, F,3, , A,PROG,Programación,Vespertino, SE01,REGULAR,67%,,,(466) 559 7767, N03,corea del sur,Corea del Sur,,Puebla,"Calle Juárez #198, Col. Lomas del Poniente",39O12,05/04/25,BECA BEINTO JUÁREZ,Pagado,10.0,,M3dio,g050, TUT050,JEF003,1,pendiente,IMSS,0+,Padre,1852772179
ALU0202 ,134264C0202,José Manuel,Lee,Choi,11-Apr-07,LECJ070411HGRXHSX1,H,4,NA,C ,PROG,Programcaión,Vespertino,SE07,Egresado parc1al,7.6,Bueena,jisoolee-est@cbtisI34.edu.mx,54 0332 3122, n04,Corena,N/A,,Oaxcaa,"Miguel Alemán #82, Col. San Rafael Norte",39579,14-09-2026,Si,pendlente,6.4,54%,Alto,s/d,tut047, JEF019,SI,0CR,s/d,AB+,NULL,056-059-5321
ALU0203, 134266A0230,Luis Ángel,Pérez,Garrido,19-Nov-05,PEGC051119MGRRRMT5,f,6,6°,A , ARH,Administrac1ón de Recursos Humanos, VESPERTINO,se01,Reg.,"8,0",Medla,camilaperez@cbtis134.edu.mx,7422517507, N01,México,Mexico,,Puebla,"16 de Septiembre #195, Col. CNOP",39947,2O25/09/02,Beca Benito Juárez,PAGADO,7.40,,BAJO,G115, TUT044,jef032,SI,OK,IMSS,A+,Tutor,(964) 329 4510
ALU0204,134264A0204,Paola Guadalupe,Castro,Salinas,10 Oct 2007,CASP071010MGRSLLW1,F,4,4,A ,ofi,Ofimática, Vespert1no, SE02,Irreg.,"7,5",Conflictivo,paolacastro@gmail.com,0681231548,NO1, mx ,Mexico,,Guerrero,"Niños Héroes #633, Col. San Rafael Norte",,05/13/2024,,Pagado,9.8,55.9,BAJO, G075,TUTO27,JEFO17,0,pendiente,N/A,0+,,8903982955
ALU0205,134263C0205,Luis Ángel,Ruiz,Pineda,29-Apr-08,RUPM080429MGRZNRT9, F ,3,3 semestre,C,PROG,Programacion,vespertino, SE01,REGULAR,7.0,excelente ,mariaruiz@alumno..cbtis134.mx,43 9528 6314, N01,Mexíco,Mex.,Iguala,Guerrero,"Benito Juárez #352, Col. PRD",,28/08/24,beca?,PAGADO,8.2,91.1,Alto,g064, TUT020,JEF029,0,null,ISSSTE,desconocido,Vecino,s/d
ALU0206,134266A0206, Camila Fernanda ,Gómez ,Salinas,28/04/2005,GOSC050428MGRMLMS8,M,6,VI, A,ARH,Administracion de Recursos Humanos,Vespertino, SE01,Reg.,"9,?",Conflictivo,camilagomez@outlook.com,3954824976,no1, ,Mex.,Cihlapa,Puebla,"Niños Héroes #793, Col. Centro",39O12,02/18/2026,No,pendlente,7.60,s/d,M3dio,g115,TUT052, JEF032,0,OK,N/A,A+,Padre,030-488-1029
ALU0207,134263C0207,Ximená Alan,Rojas,Estrada,null,ROEX110531MGRJSMV9,M,3°,III,C ,ARH,Administración de Recursos Humanos,vespertino,se01, regular,,destacado,ximenarojas@cbtisI34.edu.mx,null, N01,Mex.,Mex1co,Coyuca,Guerrero,"5 de Mayo #45, Col. Lomas del Poniente",39416,06-Mar-26,Si,parcial,"6,5",48%,BAJO, G066,tut019,JEF001,0,OK,NULL,A-,Hermano,+52 359 824 3728
ALU0208,134262B0208,Ana Sofía,Han,Lim,09 Dec 2005,HALJ051209HGRNMHL3,M,2°,2,B,IA,Inteligencia Artificial,vespertino,SE02,Irreg.,7.6,destacdo,jihohan.2b@outlook.com,6814836752, N04,Kr0ea,corea,,Guerrero,"5 de Mayo #482, Col. Centro",39711,09/05/2024,beca?,Pendiente,"9,0",61.5,Medio, G037,tut004,jef031,Pendiente,Entregada,ISSSTE,desconocido,Madre ,18 5588 5651
ALU0209,134261C0209,Jae Hyun,Castañeda,Galindo,04/06/07,CAGA070604MGRSLLY8,F,1°,I,c,IA,Inteligencia Artificial,Vespertino,SE02,Irregular,6.90,NA,alejandracastaneda80@outlook..com,791-643-8515,n01,NULL,Mexico,,Guerrero,"16 de Septiembre #805, Col. Universal",39171, ,Si ,,9.6O,"94,0",,null, TUT035, JEF029,NO,OK,N/A,O ?,Padre,(252) 610 3523
ALU0210,134263C0210,Isaac Fernanda,Salgado,Gutiérrez,23-10-2006,,m,3°,III, C,IA,Inteligencia Artificial,Vespertino,SE06,reinscrito,82%,buena,isáacsalgado-est @gmail.com,N/A,NO1,Mexico,Mex1co,Tlapa,Morelos ,"Av. Insurgentes #400, Col. PRD",39803,23-Jun-23,Sí,NA,80%,s/d,alto , G065,TUTO55,JEFOO3,s/i,pendiente ,ISSSTE,O-,Tutor,+52 082 527 7932
ALU0211,134263C0211,Li Wei,Romero,Pineda,s/d,ROPR060903MGRMNGA2,NA,3,3°, C,prog,Programacion,Vespertino,  SE04,Baja temporal,9.5,Excelente,reginaromero@hotmail.com,+52 135 649 4097,n01,  mx ,Méxcio,Iguala,Oaxaca," Niños Héroes #424, Col. Em1liano Zapata",39838,23 Jan 2O25,,parcial,6.7,96.1,alto ,g064,TUT006,,1,OCR,IMMS,B-,Madre ,+52 501 210 0858
ALU0212,134265C0212,Diego Alejandro,Ortega,Acosta,O6/01/10, OEAA100106HGRRCNG3,M,5°,V,C ,arh,Administración de Recursos Humanos,vespertino,se01,R3gular,8.6,EXCELENTE,angelortega_134@cbtis134.edu.mx,(7O5) 817 9600,NOI , mx  , mx ,Iguala,Morelos,"Niños Héroes #891, Col. CNOP",39O12,26/06/2023,,Pendiente,"8,1",,Bajo,g108,tut026,JEFO2O,1,OCR,IMMS,O ? ,Madre,5164255987
ALU0213,134262C0213,Carlos Eduardo,NA,Velasco,2006-01-21,CUVJ060121HGRRLSR1,m,2° ,2,C,CONS,Construcc1ón,Matutino, SE03,Condicionado,7.6,NA,josecruz-est@gmail.com,4106702668,n01,Mex1co,Méxcio,N/A,Morelos,"Calle Juárez #806, Col. 20 de Noviembre",39O12,2023/08/14 ,NO,PAGADO,97%,s/d,Alto,G048,TUTO31,JEFO39,SI,pendiente,Ninguno,A+,,47 2534 O923
ALU0214,134266A0214, Juan Carlos ,Han,Lim,2009-12-13,HALJ091213HGRNMHQ8, M,6,6 semestre, A, LAB,LABORATORISTA QUÍMICO,Matutino ,null,R3gular,6.8,EXCELENTE,jihohan_134@cbtisI34..edu.mx,53 7778 3116, N04,K0rea,Corea ,Chilapa,Puebla,"Calle Juárez #92, Col. PRD",39O12,3O.04.2024,s/i ,Pagado,"7,2",46%,Medio,G119, TUT033, JEF036,SI,OK, ,null,Tía,1733293607
ALU0215,134261C0215,Sofía Alejandra,Harris,Martin,11 Jul 2009,HAMJ090711MGRRRMI5,f,1°,1,c,OFI,OFIMÁTICA,vespertino,se01, regular,"7,6",Regular,jamesharris@outlook.com,8737694833,NO5,Estados Unldos,EE.UU.,Acapulco,Morelos,"Benito Juárez #420, Col. Emiliano Zapata",39221,24/02/2023,Si,NA,9.8,"94,0",Medio,G019,TUT045,JEFOO7,s/i,OCR,Ninguno,B-,Tía,5272086602
ALU0216,s/d,Jorge Alberto,Lee,Choi,22-Aug-09,LECJ090822MGRXHSX4,M,5°,S5, C,IA,Inteligencia Artificial,vespertino,se01,Reg.,9.9 ,destacado,jisoolee_134@cbtis134.edu.mx,3008421075,n03,Corea del Sur,Corea d3l Sur, Taxco,CDMX,"Av. Lázaro Cárdenas #94, Col. San Rafael Norte",39398,13/07/2023,No,pendlente,s/d,s/d,,g107, TUT012,jef032,Pendiente,Entregada,ISSSTE,O-,Tía,667-811-8335
ALU2017,134266B0217,Michael James,Shin,Seo,25-05-2007,SISS070525HGRHXMP9,m,N/A,6°,B,PROG ,PROGRAAMC1NÓ  ,Vespertino, SE01,Reg.,"7,0", ,suminshin-est@gmail.com ,289-001-1066, N03,South Korea ,corea del sur,,CDMX,"Benito Juárez #56, Col. Centro",39337 ,2026/12/25,beca?,pendlente,7.3,,Medio,g120,TUTO1O,JEF010,NO,OK,IMMS,desconocido,, 5187884037 
ALU0218,134261D0218,Óscár Sara,Hernández,Acosta,19-Mar-05,HEAO050319HGRRCSB4,m,1°,1 semestre,D ,LAB,Laboratorista Quimico,Matutino, SE01,REGULAR,"6,4",Excelnte,oscárhernandez-est@cbtis134.edu.mx,017-653-9479, N01,mexíco,Mexico,Coyuca,Edo. Mex.,"Hidalgo #622, Col. Emiliano Zapata",39783,04-12-2024,s/i,Pendiente,7.9,97.1,Medio,G028, TUT028, JEF004,0,OCR,IMMS,A+,Tutor,6588255345
ALU0219,134265C0219,emily rose,Cruz,Méndez,24-07-2006,CUMD060724MGRRNNZ7,f,5°,5°,C ,IA,Inteligencia Artificial,vespertino,SE04,Baja temporal,"10,0",media,dianacruz@cbtis134.edu.mx,3197506133,s/d,Mexíco,MEXICO,,Oaxaca ,"Hidalgo #831, Col. Emiliano Zapata",39O12,29/04/24,Beca Benito Juárez,Pendiente,N/A,s/d,Alto, G107,TUT042,s/d,Pendiente,No localizada,ISSSTE,A+,Hermano,8806524410
ALU0220,134261B0220,Luis Ángel,Romero,Silva,15 Jan 2007,ROS0A70115MGRMLNB0,M,1,I,B ,ÁRH,ADMINISTRACION DE RECURSOS HUMANOS,Vespertino,SE03,Condic.,SIN CAPTURA,media,anaromero @gmail.com,68 1369 5597, N01,MEXICO,Mexico,Chilapa,Guerrero,"Miguel Alemán #749, Col. CNOP",,04/09/24,NO,NA,ocho,s/d,,g010,tut015,s/d, ,OK,IMMS,O ?,,+52 384 591 8524 
ALU0221,134263B0221, Diego Alejandro ,Cho,Yoon,2009/04/19,COYS090419MGRHNJC4,F,3°,3,B,arh,Administracion de Recursos Humanos,Vespertino, SE04,Baja tem.p,9.2,Regular,seojuncho_134@outlook..com,+52 817 391 2O77,NO4,Corena,Corea ,,Oaxaca ,"Vicente Guerrero #873, Col. Centro",39806,30/05/2024,,parcial,"7,1",78%,Alto,G059,TUT046,JEF042,1,No localizada,ISSSTE,O-,Padre,118-766-9695
